Program,City,State,ZIP
PAT,Thornfield,MO,65762
PAT,Tipton,MO,65081
PAT,Troy,MO,63379
PAT,Broseley,MO,63932
PAT,Caledonia,MO,63631
PAT,Vandalia,MO,63382
PAT,Verona,MO,65769
PAT,Warrensburg,MO,64093
PAT,Edwards,MO,65326
PAT,Washington,MO,63090
PAT,Ft. Leonard Wood,MO,65473
PAT,Webb City,MO,64870
PAT,Webster Groves,MO,63119
PAT,Webster Groves,MO,63119
PAT,Wellsville,MO,63384
PAT,Wentzville,MO,63385
PAT,Leadwood,MO,63653
PAT,Weston,MO,64098
PAT,Huntsville,MO,65259
PAT,Wheaton,MO,64874
PAT,Willard,MO,65781
PAT,Imperial,MO,63052
PAT,Winfield,MO,63389
PAT,Winona,MO,65588
PAT,Choctaw,MS,39350
PAT,Butte,MT,59701
PAT,Anaconda,MT,59711
PAT,Hardin,MT,59034
PAT,Sidney,MT,59270
PAT,Great Falls,MT,59401
PAT,Pablo,MT,59855
PAT,Miles City,MT,59301
PAT,Glendive,MT,59330
PAT,Kalispell,MT,59901
PAT,Poplar,MT,59255
PAT,Polson,MT,59860
PAT,Livingston,MT,59047
PAT,Helena,MT,59601
PAT,Superior,MT,59872
PAT,Great Falls,MT,59403
PAT,Bozeman,MT,59715
PAT,Billings,MT,59101
PAT,Wolf Point,MT,59201
PAT,Missoula,MT,59801
PAT,Burlington,NC,27217
PAT,Elizabeth City,NC,27909
PAT,Jefferson,NC,28640
PAT,Morganton,NC,28680
PAT,Hickory,NC,28602
PAT,Hendersonville,NC,28792
PAT,Manteo,NC,27954
PAT,Ahoskie,NC,27910
PAT,Kenansville,NC,28349
PAT,Concord,NC,28025
PAT,Kinston,NC,28504
PAT,Oxford,NC,27565
PAT,Hickory,NC,28602
PAT,Raeford,NC,28376
PAT,Winston Salem,NC,27101
PAT,Statesville,NC,28677
PAT,Greenville,NC,27858
PAT,Greensboro,NC,27401
PAT,Snow Hill,NC,28580
PAT,Clinton,NC,28328
PAT,Roxboro,NC,27573
PAT,Asheboro,NC,27203
PAT,Sylva,NC,28779
PAT,Lumberton,NC,28360
PAT,Reidsville,NC,27320
PAT,Thomasville,NC,27360
PAT,Shallotte,NC,28470
PAT,Mocksville,NC,27028
PAT,Charlotte,NC,28202
PAT,Wilmington,NC,28401
PAT,Salisbury,NC,28146
PAT,Albemarle,NC,28001
PAT,Dobson,NC,27017
PAT,Raleigh,NC,27612
PAT,Dobson,NC,27017
PAT,Sanford,NC,27330
PAT,Roxboro,NC,27573
PAT,Raleigh,NC,27603
PAT,Goldsboro,NC,27534
PAT,Charlotte,NC,28202
PAT,Dunseith,ND,58329
PAT,Fort Totten,ND,58335
PAT,Fort Totten,ND,58335
PAT,Bismarck,ND,58504
PAT,Belcourt,ND,58316
PAT,Chadron,NE,69337
PAT,Burlington,NJ,08016
PAT,Cape May Court House,NJ,08210
PAT,Morristown,NJ,07960
PAT,Bridgeton,NJ,08302
PAT,Orange,NJ,07050
PAT,Egg Harbor Township,NJ,08234
PAT,Trenton,NJ,08618
PAT,Dover,NJ,07801
PAT,Passaic,NJ,07055
PAT,Edison,NJ,08820
PAT,New Brunswick,NJ,08901
PAT,Newton,NJ,07860
PAT,Glassboro,NJ,08028
PAT,North Brunswick,NJ,08902
PAT,Camden,NJ,08102
PAT,Long Beach Township,NJ,08008
PAT,Long Branch,NJ,07740
PAT,East Orange,NJ,07018
PAT,Alamo,NM,87825
PAT,Shiprock,NM,87420
PAT,Prewitt,NM,87045
PAT,Shiprock,NM,87420
PAT,Gallup,NM,87305
PAT,Shiprock,NM,87420
PAT,Vanderwagen,NM,87326
PAT,Crownpoint,NM,87313
PAT,Bloomfield,NM,87413
PAT,Sunland Park,NM,88063
PAT,Gallup,NM,87305
PAT,Espanola,NM,87532
PAT,Deming,NM,88030
PAT,Crownpoint,NM,87313
PAT,Cuba,NM,87013
PAT,Albuquerque,NM,87110
PAT,Santa Fe,NM,87501
PAT,Rio Rancho,NM,87124
PAT,Moriarty,NM,87035
PAT,Cuba,NM,87013
PAT,Pinehill,NM,87357
PAT,Laguna,NM,87026
PAT,Estancia,NM,87016
PAT,Crownpoint,NM,87313
PAT,Albuquerque,NM,87107
PAT,Fort Wingate,NM,87316
PAT,Virginia City,NV,89440
PAT,Silver Springs,NV,89429
PAT,Yerington,NV,89447
PAT,Mount Kisco,NY,10549
PAT,Binghamton,NY,13903
PAT,Haverstraw,NY,10927
PAT,Rochester,NY,14609
PAT,Jamestown,NY,14701
PAT,Bath,NY,14810
PAT,Rochester,NY,14608
PAT,Rochester,NY,14608
PAT,Rochester,NY,14604
PAT,Akron,OH,44307
PAT,Akron,OH,44304
PAT,Independence,OH,44131
PAT,Portsmouth,OH,45662
PAT,Bucyrus,OH,44820
PAT,Greenville,OH,45331
PAT,Findlay,OH,45840
PAT,Kenton,OH,43326
PAT,Dayton,OH,45417
PAT,millersburg,OH,44654
PAT,Lancaster,OH,43130
PAT,Ironton,OH,45638
PAT,London,OH,43140
PAT,Celina,OH,45822
PAT,Mount Gilead,OH,43338
PAT,Zanesville,OH,43701
PAT,Marion,OH,43302
PAT,Newark,OH,43055
PAT,Paulding,OH,45879
PAT,New Lexington,OH,43764
PAT,Circleville,OH,43113
PAT,Ottawa,OH,45875
PAT,Fremont,OH,43420
PAT,Springfield,OH,45506
PAT,Toledo,OH,43606
PAT,Lima,OH,45804
PAT,Upper Sandusky,OH,43351
PAT,Bethany,OK,73008
PAT,Tulsa,OK,74146
PAT,Norman,OK,73071
PAT,Shawnee,OK,74802
PAT,Hugo,OK,74743
PAT,Oklahoma City,OK,73101
PAT,Hobart,OK,73651
PAT,Tahlequah,OK,74464
PAT,Claremore,OK,74019
PAT,Oklahoma City,OK,73109
PAT,Purcell,OK,73080
PAT,Idabel,OK,74745
PAT,Norman,OK,73071
PAT,Ponca City,OK,74601
PAT,Alva,OK,73717
PAT,Oklahoma City,OK,73106
PAT,Oklahoma City,OK,73117
PAT,Oklahoma City,OK,73117
PAT,Tulsa,OK,74119
PAT,Wewoka,OK,74884
PAT,North Bend,OR,97459
PAT,Portland,OR,97218
PAT,Portland,OR,97220
PAT,Portland,OR,97292
PAT,Portland,OR,97232
PAT,Newport,OR,97365
PAT,Portland,OR,97220
PAT,Portland,OR,97220
PAT,Portland,OR,97218
PAT,Portland,OR,97219
PAT,Portland,OR,97211
PAT,Homestead,PA,15120
PAT,Homestead,PA,15120
PAT,Foxburg,PA,16036
PAT,Allentown,PA,18105
PAT,Indiana,PA,15701
PAT,Reading,PA,19601
PAT,Bethlehem,PA,18017
PAT,Washington,PA,15301
PAT,Emporium,PA,15834
PAT,Norristown,PA,19401
PAT,Bigler,PA,16825
PAT,New Castle,PA,16101
PAT,Bloomsburg,PA,17815
PAT,Lancaster,PA,17603
PAT,Reading,PA,19602
PAT,York,PA,17403
PAT,Titusville,PA,16354
PAT,Coatesville,PA,19320
PAT,Pittsburgh,PA,15210
PAT,Morton,PA,19070
PAT,Darby,PA,19023
PAT,Saint Marys,PA,15857
PAT,Scranton,PA,18503
PAT,Erie,PA,16506
PAT,Bedford,PA,15522
PAT,Altoona,PA,16602
PAT,Langhorne,PA,19047
PAT,Pottstown,PA,19464
PAT,McConnellsburg,PA,17233
PAT,Nanticoke,PA,18634
PAT,Johnstown,PA,15901
PAT,Waynesburg,PA,15370
PAT,Tunkhannock,PA,18657
PAT,Huntingdon,PA,16652
PAT,Lock Haven,PA,17745
PAT,Jim Thorpe,PA,18229
PAT,Beaver,PA,15009
PAT,Kingston,PA,18704
PAT,Philadelphia,PA,19125
PAT,Kennett Square,PA,19348
PAT,Greenville,PA,16125
PAT,Sharon,PA,16146
PAT,Farrell,PA,16121
PAT,Monessen,PA,15062
PAT,McKees Rocks,PA,15136
PAT,State College,PA,16803
PAT,Lehighton,PA,18235
PAT,New Bloomfield,PA,17068
PAT,Hughestown,PA,18640
PAT,Salisbury,PA,15558
PAT,Scranton,PA,18503
PAT,Dubois,PA,15801
PAT,Bradford,PA,16701
PAT,Harrisburg,PA,17104
PAT,Union City,PA,16438
PAT,Hawley,PA,18428
PAT,Pittsburgh,PA,15221
PAT,Pawtucket,RI,02860
PAT,Warren,RI,02885
PAT,Providence,RI,02909
PAT,Cranston,RI,02920
PAT,Woonsocket,RI,02895
PAT,East Providence,RI,02915
PAT,North Kingstown,RI,02852
PAT,Warwick,RI,02889
PAT,Westerly,RI,02891
PAT,Greenville,SC,29617
PAT,Aiken,SC,29802
PAT,Allendale,SC,29810
PAT,Anderson,SC,29624
PAT,Beaufort,SC,29902
PAT,Moncks Corner,SC,29461
PAT,Bamberg,SC,29003
PAT,Saint Matthews,SC,29135
PAT,Greenwood,SC,29646
PAT,North Charleston,SC,29406
PAT,Chester,SC,29706
PAT,Manning,SC,29102
PAT,Manning,SC,29102
PAT,Clover,SC,29710
PAT,Walterboro,SC,29488
PAT,Hartsville,SC,29550
PAT,Dillon,SC,29536
PAT,Summerville,SC,29485
PAT,Beaufort,SC,29902
PAT,Winnsboro,SC,29180
PAT,Swansea,SC,29160
PAT,Florence,SC,29506
PAT,Greenwood,SC,29649
PAT,Hampton,SC,29924
PAT,Conway,SC,29526
PAT,Ridgeland,SC,29936
PAT,Camden,SC,29021
PAT,Laurens,SC,29360
PAT,Batesburg,SC,29006
PAT,Lexington,SC,29072
PAT,West Columbia,SC,29169
PAT,Bennettsville,SC,29512
PAT,Mc Cormick,SC,29835
PAT,Newberry,SC,29108
PAT,Walhalla,SC,29691
PAT,York,SC,29745
PAT,Pickens,SC,29671
PAT,Columbia,SC,29204
PAT,Rock Hill,SC,29732
PAT,Irmo,SC,29063
PAT,Glendale,SC,29346
PAT,Sumter,SC,29150
PAT,Allen,SD,57714
PAT,Waubay,SD,57273
PAT,Kyle,SD,57752
PAT,Pine Ridge,SD,57770
PAT,Saint Francis,SD,57572
PAT,Yankton,SD,57078
PAT,Chattanooga,TN,37403
PAT,Knoxville,TN,37914
PAT,Memphis,TN,38118
PAT,Cleveland,TN,37323
PAT,Amarillo,TX,79106
PAT,Austin,TX,78723
PAT,Dallas,TX,75220
PAT,Houston,TX,77036
PAT,Beaumont,TX,77702
PAT,Longview,TX,75602
PAT,San Antonio,TX,78212
PAT,Corpus Christi,TX,78408
PAT,Dallas,TX,75247
PAT,Houston,TX,77008
PAT,San Marcos,TX,78666
PAT,Longview,TX,75601
PAT,McAllen,TX,78501
PAT,Corpus Christi,TX,78401
PAT,Waco,TX,76710
PAT,Dallas,TX,75237
PAT,Dallas,TX,75246
PAT,Fort Worth,TX,76177
PAT,Dallas,TX,75218
PAT,San Antonio,TX,78212
PAT,Amarillo,TX,79101
PAT,Fort Worth,TX,76110
PAT,Amarillo,TX,79108
PAT,Keller,TX,76248
PAT,Rosenberg,TX,77471
PAT,Dallas,TX,75223
PAT,Dallas,TX,75223
PAT,New Braunfels,TX,78130
PAT,New Caney,TX,77357
PAT,San Antonio,TX,78211
PAT,Palacios,TX,77465
PAT,Leander,TX,78641
PAT,Richardson,TX,75081
PAT,Abilene,TX,79601
PAT,Amarillo,TX,79102
PAT,Dallas,TX,75240
PAT,San Antonio,TX,78202
PAT,Schulenburg,TX,78956
PAT,Killeen,TX,76541
PAT,Lubbock,TX,79413
PAT,El Paso,TX,79901
PAT,Bryan,TX,77802
PAT,Odessa,TX,79762
PAT,Tyler,TX,75708
PAT,Waco,TX,76703
PAT,Wichita Falls,TX,76301
PAT,Montezuma Creek,UT,84534
PAT,Richfield,UT,84701
PAT,Salt Lake City,UT,84107
PAT,Salt Lake City,UT,84107
PAT,Salt Lake City,UT,84116
PAT,Salt Lake City,UT,84107
PAT,Salt Lake City,UT,84115
PAT,Ogden,UT,84403
PAT,Salt Lake City,UT,84104
PAT,Salt Lake City,UT,84104
PAT,Salt Lake City,UT,84114
PAT,Saint George,UT,84770
PAT,Provo,UT,84601
PAT,Williamsburg,VA,23127
PAT,Christiansburg,VA,24073
PAT,Chesapeake,VA,23324
PAT,Abingdon,VA,24210
PAT,Richmond,VA,23220
PAT,Hampton,VA,23669
PAT,Newport News,VA,23605
PAT,Emporia,VA,23847
PAT,Portsmouth,VA,23707
PAT,Barre,VT,05641
PAT,Montpelier,VT,05602
PAT,Morrisville,VT,05661
PAT,Burlington,VT,05406
PAT,Milton,VT,05468
PAT,Saint Albans,VT,05478
PAT,Tunbridge,VT,05077
PAT,Rutland,VT,05701
PAT,Bennington,VT,05201
PAT,Norwich,VT,05055
PAT,Yakima,WA,98908
PAT,Centralia,WA,98531
PAT,Puyallup,WA,98371
PAT,Woodland,WA,98674
PAT,Spokane Valley,WA,99216
PAT,Walla Walla,WA,99362
PAT,Everett,WA,98208
PAT,Othello,WA,99344
PAT,Olympia,WA,98506
PAT,Seattle,WA,98144
PAT,Moses Lake,WA,98837
PAT,Port Angeles,WA,98362
PAT,Kirkland,WA,98034
PAT,Aberdeen,WA,98520
PAT,Bremerton,WA,98337
PAT,Longview,WA,98632
PAT,Bellingham,WA,98228
PAT,Bothell,WA,98011
PAT,Omak,WA,98841
PAT,Omak,WA,98841
PAT,Renton,WA,98057
PAT,Metaline Falls,WA,99153
PAT,Shelton,WA,98584
PAT,Cathlamet,WA,98612
PAT,Seattle,WA,98139
PAT,Toppenish,WA,98948
PAT,Bellevue,WA,98008
PAT,Milwaukee,WI,53204
PAT,Green Bay,WI,54303
PAT,Eau Claire,WI,54703
PAT,Baldwin,WI,54002
PAT,Plymouth,WI,53073
PAT,La Crosse,WI,54601
PAT,Menasha,WI,54952
PAT,Green Bay,WI,54301
PAT,Franklin,WI,53132
PAT,Kenosha,WI,53143
PAT,Kenosha,WI,53142
PAT,Hayward,WI,54843
PAT,Manitowoc,WI,54220
PAT,Green Bay,WI,54304
PAT,Oneida,WI,54155
PAT,Grafton,WI,53024
PAT,Bayfield,WI,54814
PAT,Portage,WI,53901
PAT,Chippewa Falls,WI,54729
PAT,Waukesha,WI,53188
PAT,Milwaukee,WI,53210
PAT,Weirton,WV,26062
PAT,Martinsburg,WV,25401
PAT,Parkersburg,WV,26102
PAT,Clarksburg,WV,26301
PAT,Clay,WV,25043
PAT,Madison,WV,25130
PAT,Charleston,WV,25311
PAT,Weston,WV,26452
PAT,Moundsville,WV,26041
PAT,Morgantown,WV,26501
PAT,Union,WV,24983
PAT,Madison,WV,25130
PAT,Kingwood,WV,26537
PAT,Rainelle,WV,25962
PAT,Hinton,WV,25951
PAT,Elkview,WV,25071
PAT,Welch,WV,24801
PAT,West Union,WV,26456
PAT,Parsons,WV,26287
PAT,New Martinsville,WV,26155
PAT,Jackson,WY,83001
PAT,Fort Washakie,WY,82514
PAT,Casper,WY,82605
PAT,Cheyenne,WY,82001
SafeCare,Tucson,AZ,85713
SafeCare,Chula Vista,CA,91910
SafeCare,Riverside,CA,92503
SafeCare,Eureka,CA,95521
SafeCare,Redding,CA,96001
SafeCare,Camarillo,CA,93021
SafeCare,San Francisco,CA,94103
SafeCare,Visalia,CA,93291
SafeCare,Lindsay,CA,93247
SafeCare,Visalia,CA,93291
SafeCare,Orosi,CA,93647
SafeCare,Visalia,CA,93291
SafeCare,Woodlake,CA,93286
SafeCare,Lamar,CO,81052
SafeCare,Pueblo,CO,81003
SafeCare,Colorado Springs,CO,80903
SafeCare,Wheat Ridge,CO,80033
SafeCare,Centennial,CO,80111
SafeCare,Craig,CO,81625
SafeCare,Towaoc,CO,81334
SafeCare,Durham,NC,27707
SafeCare,Ithaca,NY,14850
SafeCare,Brooklyn,NY,11226
SafeCare,Tulsa,OK,74119
SafeCare,Vinita,OK,74301
SafeCare,Oklahoma City,OK,73109
SafeCare,Oklahoma City,OK,73107
SafeCare,Tulsa,OK,74136
SafeCare,McAlester,OK,74883
SafeCare,Hood River,OR,96031
SafeCare,Abilene,TX,79605
SafeCare,Harlingen,TX,78550
SafeCare,Laredo,TX,78041
SafeCare,Seattle,WA,98108
SafeCare,Renton,WA,98059
SafeCare,Newport,WA,99156
SafeCare,Yakima,WA,98907
SafeCare,Wenatchee,WA,98801
SafeCare,Yakima,WA,98908
SafeCare,Tacoma,WA,98405
SafeCare,Covington,WA,98042
SafeCare,Federal Way,WA,98093
SafeCare,Bellingham,WA,98225
SafeCare,Spokane,WA,99201
SafeCare,Montesano,WA,98563
SafeCare,Federal Way,WA,98003
SafeCare,Rochester,WA,98579
SafeCare,Mount Vernon,WA,98273
SafeCare,Yakima,WA,98902
SafeCare,Kennewick,WA,99336
SafeCare,,CO,80631
SafeCare,,PA,18501
SafeCare,,PA,15202
SafeCare,,TX,76107
SafeCare,,CO,80759
SafeCare,,PA,16801
SafeCare,,CO,81101
SafeCare,,NY,11201
SafeCare,,NC,28001
SafeCare,,OH,45229
